bus real appr 1.00000000e+00 1.02302736e+00 1.02372998e+00
 2.00000000e+00 1.01564490e+00 1.01686962e+00
 3.00000000e+00 1.01076317e+00 1.01233521e+00
 4.00000000e+00 1.00370125e+00 1.00578621e+00
 5.00000000e+00 9.97897315e-01 1.00046644e+00
 6.00000000e+00 9.95055621e-01 9.97863946e-01
 7.00000000e+00 9.93315570e-01 9.96271470e-01
 8.00000000e+00 9.93240468e-01 9.96200774e-01
 9.00000000e+00 9.93202916e-01 9.96165427e-01
 1.00000000e+01 9.88546549e-01 9.91909961e-01
 1.10000000e+01 9.78569454e-01 9.82792143e-01
 1.20000000e+01 9.77230823e-01 9.81527364e-01
 1.30000000e+01 9.76392237e-01 9.80735127e-01
 1.40000000e+01 9.74912146e-01 9.79336870e-01
 1.50000000e+01 9.73558517e-01 9.78057114e-01
 1.60000000e+01 9.73218702e-01 9.77737375e-01
 1.70000000e+01 9.74939593e-01 9.79480985e-01
 1.80000000e+01 9.73164320e-01 9.77862072e-01
 1.90000000e+01 9.72041287e-01 9.76837979e-01
 2.00000000e+01 9.71370212e-01 9.76228641e-01
 2.10000000e+01 9.71230406e-01 9.76101729e-01
 2.20000000e+01 9.71167564e-01 9.76044622e-01
 2.30000000e+01 9.70699112e-01 9.75619568e-01
 2.40000000e+01 9.70300678e-01 9.75258056e-01
 2.50000000e+01 9.70195833e-01 9.75162936e-01
 2.60000000e+01 9.70160885e-01 9.75131231e-01
 2.70000000e+01 9.70767362e-01 9.75683001e-01
 2.80000000e+01 9.70011762e-01 9.74998078e-01
 2.90000000e+01 9.69703934e-01 9.74719132e-01
 3.00000000e+01 9.69515044e-01 9.74547988e-01
 3.10000000e+01 9.69389118e-01 9.74433904e-01
 3.20000000e+01 9.69305167e-01 9.74357853e-01
 3.30000000e+01 9.74172679e-01 9.78781640e-01
 3.40000000e+01 9.73942816e-01 9.78571904e-01
 3.50000000e+01 9.73636324e-01 9.78292304e-01
 3.60000000e+01 9.73552739e-01 9.78216059e-01
 3.70000000e+01 9.73615015e-01 9.78273243e-01
 3.80000000e+01 9.73193271e-01 9.77888888e-01
 3.90000000e+01 9.72876103e-01 9.77599897e-01
 4.00000000e+01 9.96866464e-01 9.99338895e-01
 4.10000000e+01 9.96293963e-01 9.98797978e-01
 4.20000000e+01 9.95885070e-01 9.98411725e-01
 4.30000000e+01 9.95510282e-01 9.98057744e-01
 4.40000000e+01 9.95346733e-01 9.97903305e-01
 4.50000000e+01 9.95183181e-01 9.97748882e-01
 4.60000000e+01 9.95087775e-01 9.97658809e-01
 4.70000000e+01 9.94685131e-01 9.97283333e-01
 4.80000000e+01 9.93436328e-01 9.96106866e-01
 4.90000000e+01 9.92222202e-01 9.94963097e-01
 5.00000000e+01 9.91333259e-01 9.94125541e-01
 5.10000000e+01 9.90290831e-01 9.93143178e-01
 5.20000000e+01 9.90028278e-01 9.92895538e-01
 5.30000000e+01 9.89904946e-01 9.92780151e-01
 5.40000000e+01 9.89802178e-01 9.92683873e-01
 5.50000000e+01 9.89767922e-01 9.92651782e-01
