bus real appr 1.00000000e+00 -8.23331471e-01 -8.19278540e-01
 2.00000000e+00 -1.43621087e+00 -1.42517958e+00
 3.00000000e+00 -1.85415425e+00 -1.83639543e+00
 4.00000000e+00 -2.47505128e+00 -2.44437783e+00
 5.00000000e+00 -3.00897722e+00 -2.96311452e+00
 6.00000000e+00 -3.27605953e+00 -3.22149685e+00
 7.00000000e+00 -3.44132801e+00 -3.38101780e+00
 8.00000000e+00 -3.44924260e+00 -3.38862703e+00
 9.00000000e+00 -3.45320097e+00 -3.39243252e+00
 1.00000000e+01 -3.90154954e+00 -3.82375083e+00
 1.10000000e+01 -4.90291238e+00 -4.77948279e+00
 1.20000000e+01 -4.88887775e+00 -4.78146219e+00
 1.30000000e+01 -4.87927425e+00 -4.78205931e+00
 1.40000000e+01 -4.86050699e+00 -4.78166410e+00
 1.50000000e+01 -4.83702052e+00 -4.77608103e+00
 1.60000000e+01 -4.83742704e+00 -4.77997990e+00
 1.70000000e+01 -5.28324382e+00 -5.14029853e+00
 1.80000000e+01 -5.46402768e+00 -5.31210118e+00
 1.90000000e+01 -5.57730701e+00 -5.41979475e+00
 2.00000000e+01 -5.65448371e+00 -5.49201439e+00
 2.10000000e+01 -5.67059659e+00 -5.50708485e+00
 2.20000000e+01 -5.67785125e+00 -5.51386934e+00
 2.30000000e+01 -5.73193408e+00 -5.56443041e+00
 2.40000000e+01 -5.77805033e+00 -5.60752058e+00
 2.50000000e+01 -5.79020234e+00 -5.61887165e+00
 2.60000000e+01 -5.79425450e+00 -5.62265641e+00
 2.70000000e+01 -5.72385531e+00 -5.55687790e+00
 2.80000000e+01 -5.81128598e+00 -5.63855826e+00
 2.90000000e+01 -5.84700635e+00 -5.67190707e+00
 3.00000000e+01 -5.86895456e+00 -5.69239168e+00
 3.10000000e+01 -5.88359892e+00 -5.70605679e+00
 3.20000000e+01 -5.89336728e+00 -5.71517073e+00
 3.30000000e+01 -5.37036068e+00 -5.22214516e+00
 3.40000000e+01 -5.39656367e+00 -5.24674878e+00
 3.50000000e+01 -5.43154984e+00 -5.27958931e+00
 3.60000000e+01 -5.44110123e+00 -5.28855290e+00
 3.70000000e+01 -5.43393748e+00 -5.28182992e+00
 3.80000000e+01 -5.48214049e+00 -5.32705620e+00
 3.90000000e+01 -5.51846239e+00 -5.36112032e+00
 4.00000000e+01 -3.07956761e+00 -3.03563802e+00
 4.10000000e+01 -3.13892736e+00 -3.09301385e+00
 4.20000000e+01 -3.18142614e+00 -3.13407910e+00
 4.30000000e+01 -3.22045602e+00 -3.17178278e+00
 4.40000000e+01 -3.23750908e+00 -3.18825347e+00
 4.50000000e+01 -3.25457541e+00 -3.20473521e+00
 4.60000000e+01 -3.26453692e+00 -3.21435466e+00
 4.70000000e+01 -3.26452991e+00 -3.21687252e+00
 4.80000000e+01 -3.36739994e+00 -3.31786240e+00
 4.90000000e+01 -3.46728517e+00 -3.41590290e+00
 5.00000000e+01 -3.53892215e+00 -3.48633190e+00
 5.10000000e+01 -3.62162253e+00 -3.56774199e+00
 5.20000000e+01 -3.64140614e+00 -3.58731598e+00
 5.30000000e+01 -3.65513616e+00 -3.60044613e+00
 5.40000000e+01 -3.66608594e+00 -3.61094960e+00
 5.50000000e+01 -3.66973708e+00 -3.61445174e+00
