bus appr real linear dc 1.00000000e+00 -4.05544653e-01 -4.06080159e-01 -4.01517536e-01 -5.48912969e-01
 2.00000000e+00 -7.00315949e-01 -7.01646466e-01 -6.88387995e-01 -9.41723893e-01
 3.00000000e+00 -8.97958919e-01 -9.00019527e-01 -8.78445980e-01 -1.20202502e+00
 4.00000000e+00 -1.18667771e+00 -1.19008140e+00 -1.15283221e+00 -1.57832137e+00
 5.00000000e+00 -1.43000285e+00 -1.43505997e+00 -1.38132123e+00 -1.88895264e+00
 6.00000000e+00 -1.55014966e+00 -1.55612366e+00 -1.49318778e+00 -2.04112263e+00
 7.00000000e+00 -1.62397995e+00 -1.63054932e+00 -1.56161815e+00 -2.13426285e+00
 8.00000000e+00 -1.62750458e+00 -1.63410900e+00 -1.56488783e+00 -2.13858810e+00
 9.00000000e+00 -1.62926710e+00 -1.63588905e+00 -1.56652267e+00 -2.14075072e+00
 1.00000000e+01 -1.82752526e+00 -1.83586560e+00 -1.74906182e+00 -2.38955064e+00
 1.10000000e+01 -2.26030010e+00 -2.27306016e+00 -2.14180950e+00 -2.92479976e+00
 1.20000000e+01 -2.25775549e+00 -2.26702524e+00 -2.13644929e+00 -2.95282812e+00
 1.30000000e+01 -2.25585140e+00 -2.26290896e+00 -2.13280198e+00 -2.97032690e+00
 1.40000000e+01 -2.25179641e+00 -2.25489251e+00 -2.12571704e+00 -3.00108235e+00
 1.50000000e+01 -2.24561536e+00 -2.24490253e+00 -2.11691558e+00 -3.02876982e+00
 1.60000000e+01 -2.24656382e+00 -2.24507502e+00 -2.11706724e+00 -3.03615567e+00
 1.70000000e+01 -2.42149104e+00 -2.43603896e+00 -2.28619731e+00 -3.12091032e+00
 1.80000000e+01 -2.49762990e+00 -2.51288148e+00 -2.35386938e+00 -3.21444376e+00
 1.90000000e+01 -2.54516391e+00 -2.56081994e+00 -2.39595157e+00 -3.27303117e+00
 2.00000000e+01 -2.57721678e+00 -2.59339109e+00 -2.42448695e+00 -3.31077877e+00
 2.10000000e+01 -2.58389984e+00 -2.60018286e+00 -2.43043183e+00 -3.31864285e+00
 2.20000000e+01 -2.58690783e+00 -2.60323984e+00 -2.43310702e+00 -3.32218169e+00
 2.30000000e+01 -2.60931244e+00 -2.62601079e+00 -2.45302234e+00 -3.34852637e+00
 2.40000000e+01 -2.62838953e+00 -2.64540175e+00 -2.46996522e+00 -3.37093900e+00
 2.50000000e+01 -2.63341232e+00 -2.65050749e+00 -2.47442387e+00 -3.37683706e+00
 2.60000000e+01 -2.63508682e+00 -2.65220967e+00 -2.47591009e+00 -3.37880308e+00
 2.70000000e+01 -2.60596715e+00 -2.62261077e+00 -2.45004990e+00 -3.34459432e+00
 2.80000000e+01 -2.64212099e+00 -2.65936056e+00 -2.48215221e+00 -3.38706037e+00
 2.90000000e+01 -2.65686591e+00 -2.67435040e+00 -2.49523092e+00 -3.40436135e+00
 3.00000000e+01 -2.66591839e+00 -2.68355379e+00 -2.50325650e+00 -3.41497786e+00
 3.10000000e+01 -2.67195527e+00 -2.68969153e+00 -2.50860688e+00 -3.42205554e+00
 3.20000000e+01 -2.67598070e+00 -2.69378431e+00 -2.51217381e+00 -3.42677399e+00
 3.30000000e+01 -2.45802142e+00 -2.47312517e+00 -2.31889411e+00 -3.16416278e+00
 3.40000000e+01 -2.46899141e+00 -2.48426330e+00 -2.32870315e+00 -3.17713852e+00
 3.50000000e+01 -2.48362590e+00 -2.49912296e+00 -2.34178186e+00 -3.19443950e+00
 3.60000000e+01 -2.48761867e+00 -2.50317734e+00 -2.34534879e+00 -3.19915795e+00
 3.70000000e+01 -2.48462403e+00 -2.50013649e+00 -2.34267359e+00 -3.19561911e+00
 3.80000000e+01 -2.50476189e+00 -2.52058595e+00 -2.36065683e+00 -3.21940796e+00
 3.90000000e+01 -2.51991805e+00 -2.53597789e+00 -2.37418141e+00 -3.23729875e+00
 4.00000000e+01 -1.46313269e+00 -1.46758424e+00 -1.41161315e+00 -1.94002002e+00
 4.10000000e+01 -1.48988029e+00 -1.49457279e+00 -1.43658161e+00 -1.97304917e+00
 4.20000000e+01 -1.50900467e+00 -1.51387073e+00 -1.45441623e+00 -1.99664142e+00
 4.30000000e+01 -1.52654926e+00 -1.53157545e+00 -1.47076462e+00 -2.01826765e+00
 4.40000000e+01 -1.53420925e+00 -1.53930564e+00 -1.47789847e+00 -2.02770455e+00
 4.50000000e+01 -1.54187177e+00 -1.54703855e+00 -1.48503231e+00 -2.03714144e+00
 4.60000000e+01 -1.54634274e+00 -1.55155068e+00 -1.48919372e+00 -2.04264630e+00
 4.70000000e+01 -1.54688213e+00 -1.55149984e+00 -1.48911297e+00 -2.05134594e+00
 4.80000000e+01 -1.59331112e+00 -1.59795975e+00 -1.53186221e+00 -2.11376710e+00
 4.90000000e+01 -1.63825269e+00 -1.64292404e+00 -1.57312523e+00 -2.17422224e+00
 5.00000000e+01 -1.67042775e+00 -1.67508174e+00 -1.60256873e+00 -2.21786789e+00
 5.10000000e+01 -1.70750740e+00 -1.71210985e+00 -1.63640066e+00 -2.26849292e+00
 5.20000000e+01 -1.71638603e+00 -1.72095224e+00 -1.64446836e+00 -2.28087885e+00
 5.30000000e+01 -1.72244146e+00 -1.72708645e+00 -1.65006333e+00 -2.28815313e+00
 5.40000000e+01 -1.72727622e+00 -1.73197649e+00 -1.65452199e+00 -2.29405119e+00
 5.50000000e+01 -1.72888802e+00 -1.73360674e+00 -1.65600820e+00 -2.29601721e+00
