bus real appr 1.00000000e+00 -4.06080159e-01 -4.05544653e-01
 2.00000000e+00 -7.01646466e-01 -7.00315949e-01
 3.00000000e+00 -9.00019527e-01 -8.97958919e-01
 4.00000000e+00 -1.19008140e+00 -1.18667771e+00
 5.00000000e+00 -1.43505997e+00 -1.43000285e+00
 6.00000000e+00 -1.55612366e+00 -1.55014966e+00
 7.00000000e+00 -1.63054932e+00 -1.62397995e+00
 8.00000000e+00 -1.63410900e+00 -1.62750458e+00
 9.00000000e+00 -1.63588905e+00 -1.62926710e+00
 1.00000000e+01 -1.83586560e+00 -1.82752526e+00
 1.10000000e+01 -2.27306016e+00 -2.26030010e+00
 1.20000000e+01 -2.26702524e+00 -2.25775549e+00
 1.30000000e+01 -2.26290896e+00 -2.25585140e+00
 1.40000000e+01 -2.25489251e+00 -2.25179641e+00
 1.50000000e+01 -2.24490253e+00 -2.24561536e+00
 1.60000000e+01 -2.24507502e+00 -2.24656382e+00
 1.70000000e+01 -2.43603896e+00 -2.42149104e+00
 1.80000000e+01 -2.51288148e+00 -2.49762990e+00
 1.90000000e+01 -2.56081994e+00 -2.54516391e+00
 2.00000000e+01 -2.59339109e+00 -2.57721678e+00
 2.10000000e+01 -2.60018286e+00 -2.58389984e+00
 2.20000000e+01 -2.60323984e+00 -2.58690783e+00
 2.30000000e+01 -2.62601079e+00 -2.60931244e+00
 2.40000000e+01 -2.64540175e+00 -2.62838953e+00
 2.50000000e+01 -2.65050749e+00 -2.63341232e+00
 2.60000000e+01 -2.65220967e+00 -2.63508682e+00
 2.70000000e+01 -2.62261077e+00 -2.60596715e+00
 2.80000000e+01 -2.65936056e+00 -2.64212099e+00
 2.90000000e+01 -2.67435040e+00 -2.65686591e+00
 3.00000000e+01 -2.68355379e+00 -2.66591839e+00
 3.10000000e+01 -2.68969153e+00 -2.67195527e+00
 3.20000000e+01 -2.69378431e+00 -2.67598070e+00
 3.30000000e+01 -2.47312517e+00 -2.45802142e+00
 3.40000000e+01 -2.48426330e+00 -2.46899141e+00
 3.50000000e+01 -2.49912296e+00 -2.48362590e+00
 3.60000000e+01 -2.50317734e+00 -2.48761867e+00
 3.70000000e+01 -2.50013649e+00 -2.48462403e+00
 3.80000000e+01 -2.52058595e+00 -2.50476189e+00
 3.90000000e+01 -2.53597789e+00 -2.51991805e+00
 4.00000000e+01 -1.46758424e+00 -1.46313269e+00
 4.10000000e+01 -1.49457279e+00 -1.48988029e+00
 4.20000000e+01 -1.51387073e+00 -1.50900467e+00
 4.30000000e+01 -1.53157545e+00 -1.52654926e+00
 4.40000000e+01 -1.53930564e+00 -1.53420925e+00
 4.50000000e+01 -1.54703855e+00 -1.54187177e+00
 4.60000000e+01 -1.55155068e+00 -1.54634274e+00
 4.70000000e+01 -1.55149984e+00 -1.54688213e+00
 4.80000000e+01 -1.59795975e+00 -1.59331112e+00
 4.90000000e+01 -1.64292404e+00 -1.63825269e+00
 5.00000000e+01 -1.67508174e+00 -1.67042775e+00
 5.10000000e+01 -1.71210985e+00 -1.70750740e+00
 5.20000000e+01 -1.72095224e+00 -1.71638603e+00
 5.30000000e+01 -1.72708645e+00 -1.72244146e+00
 5.40000000e+01 -1.73197649e+00 -1.72727622e+00
 5.50000000e+01 -1.73360674e+00 -1.72888802e+00
