bus appr real 1.00000000e+00 9.97756738e-01 9.97879446e-01
 2.00000000e+00 9.96471216e-01 9.96696758e-01
 3.00000000e+00 9.95674993e-01 9.95973054e-01
 4.00000000e+00 9.94769757e-01 9.95187286e-01
 5.00000000e+00 9.93988989e-01 9.94430117e-01
 6.00000000e+00 9.93665888e-01 9.94122458e-01
 7.00000000e+00 9.93501584e-01 9.93969680e-01
 8.00000000e+00 9.93429504e-01 9.93894626e-01
 9.00000000e+00 9.93393466e-01 9.93857100e-01
 1.00000000e+01 9.93152253e-01 9.93658791e-01
 1.10000000e+01 9.92691105e-01 9.93300855e-01
 1.20000000e+01 9.93873307e-01 9.94357322e-01
 1.30000000e+01 9.94808963e-01 9.95209380e-01
 1.40000000e+01 9.96901884e-01 9.97145719e-01
 1.50000000e+01 9.99926384e-01 1.00000000e+00
 1.60000000e+01 9.99596959e-01 9.99669176e-01
 1.70000000e+01 9.89330140e-01 9.89725788e-01
 1.80000000e+01 9.87685932e-01 9.87977317e-01
 1.90000000e+01 9.86645619e-01 9.86871230e-01
 2.00000000e+01 9.86028043e-01 9.86210280e-01
 2.10000000e+01 9.85899418e-01 9.86072584e-01
 2.20000000e+01 9.85841541e-01 9.86010688e-01
 2.30000000e+01 9.85410761e-01 9.85549306e-01
 2.40000000e+01 9.85044390e-01 9.85156883e-01
 2.50000000e+01 9.84947994e-01 9.85053620e-01
 2.60000000e+01 9.84915863e-01 9.85019199e-01
 2.70000000e+01 9.85475048e-01 9.85616576e-01
 2.80000000e+01 9.84780924e-01 9.84872395e-01
 2.90000000e+01 9.84498240e-01 9.84569219e-01
 3.00000000e+01 9.84324806e-01 9.84383183e-01
 3.10000000e+01 9.84209196e-01 9.84259160e-01
 3.20000000e+01 9.84132129e-01 9.84176478e-01
 3.30000000e+01 9.88621220e-01 9.88970385e-01
 3.40000000e+01 9.88408619e-01 9.88743967e-01
 3.50000000e+01 9.88125204e-01 9.88442067e-01
 3.60000000e+01 9.88047920e-01 9.88359734e-01
 3.70000000e+01 9.88105883e-01 9.88421089e-01
 3.80000000e+01 9.87716294e-01 9.88005674e-01
 3.90000000e+01 9.87423375e-01 9.87693265e-01
 4.00000000e+01 9.94586219e-01 9.95316162e-01
 4.10000000e+01 9.94034205e-01 9.94742766e-01
 4.20000000e+01 9.93640039e-01 9.94333234e-01
 4.30000000e+01 9.93278815e-01 9.93957860e-01
 4.40000000e+01 9.93121218e-01 9.93794055e-01
 4.50000000e+01 9.92963638e-01 9.93630247e-01
 4.60000000e+01 9.92871725e-01 9.93534693e-01
 4.70000000e+01 9.95407075e-01 9.96314770e-01
 4.80000000e+01 9.96154895e-01 9.97189140e-01
 4.90000000e+01 9.96938143e-01 9.98100662e-01
 5.00000000e+01 9.97645031e-01 9.98913551e-01
 5.10000000e+01 9.98596019e-01 1.00000000e+00
 5.20000000e+01 9.98343141e-01 9.99739997e-01
 5.30000000e+01 9.98225957e-01 9.99617865e-01
 5.40000000e+01 9.98128106e-01 9.99516096e-01
 5.50000000e+01 9.98095491e-01 9.99482173e-01
